UID,FIPS
84032033,32033
84032510,32510
84033001,33001
84033003,33003
84033005,33005
84033007,33007
84033009,33009
84033011,33011
84033013,33013
84033015,33015
84033017,33017
84033019,33019
84034001,34001
84034003,34003
84034005,34005
84034007,34007
84034009,34009
84034011,34011
84034013,34013
84034015,34015
84034017,34017
84034019,34019
84034021,34021
84034023,34023
84034025,34025
84034027,34027
84034029,34029
84034031,34031
84034033,34033
84034035,34035
84034037,34037
84034039,34039
84034041,34041
84035001,35001
84035003,35003
84035005,35005
84035006,35006
84035007,35007
84035009,35009
84035011,35011
84035013,35013
84035015,35015
84035017,35017
84035019,35019
84035021,35021
84035023,35023
84035025,35025
84035027,35027
84035028,35028
84035029,35029
84035031,35031
84035033,35033
84035035,35035
84035037,35037
84035039,35039
84035041,35041
84035043,35043
84035045,35045
84035047,35047
84035049,35049
84035051,35051
84035053,35053
84035055,35055
84035057,35057
84035059,35059
84035061,35061
84036001,36001
84036003,36003
84036005,36005
84036007,36007
84036009,36009
84036011,36011
84036013,36013
84036015,36015
84036017,36017
84036019,36019
84036021,36021
84036023,36023
84036025,36025
84036027,36027
84036029,36029
84036031,36031
84036033,36033
84036035,36035
84036037,36037
84036039,36039
84036041,36041
84036043,36043
84036045,36045
84036047,36047
84036049,36049
84036051,36051
84036053,36053
84036055,36055
84036057,36057
84036059,36059
84036061,36061
84036063,36063
84036065,36065
84036067,36067
84036069,36069
84036071,36071
84036073,36073
84036075,36075
84036077,36077
84036079,36079
84036081,36081
84036083,36083
84036085,36085
84036087,36087
84036089,36089
84036091,36091
84036093,36093
84036095,36095
84036097,36097
84036099,36099
84036101,36101
84036103,36103
84036105,36105
84036107,36107
84036109,36109
84036111,36111
84036113,36113
84036115,36115
84036117,36117
84036119,36119
84036121,36121
84036123,36123
84037001,37001
84037003,37003
84037005,37005
84037007,37007
84037009,37009
84037011,37011
84037013,37013
84037015,37015
84037017,37017
84037019,37019
84037021,37021
84037023,37023
84037025,37025
84037027,37027
84037029,37029
84037031,37031
84037033,37033
84037035,37035
84037037,37037
84037039,37039
84037041,37041
84037043,37043
84037045,37045
84037047,37047
84037049,37049
84037051,37051
84037053,37053
84037055,37055
84037057,37057
84037059,37059
84037061,37061
84037063,37063
84037065,37065
84037067,37067
84037069,37069
84037071,37071
84037073,37073
84037075,37075
84037077,37077
84037079,37079
84037081,37081
84037083,37083
84037085,37085
84037087,37087
84037089,37089
84037091,37091
84037093,37093
84037095,37095
84037097,37097
84037099,37099
84037101,37101
84037103,37103
84037105,37105
84037107,37107
84037109,37109
84037111,37111
84037113,37113
84037115,37115
84037117,37117
84037119,37119
84037121,37121
84037123,37123
84037125,37125
84037127,37127
84037129,37129
84037131,37131
84037133,37133
84037135,37135
84037137,37137
84037139,37139
84037141,37141
84037143,37143
84037145,37145
84037147,37147
84037149,37149
84037151,37151
84037153,37153
84037155,37155
84037157,37157
84037159,37159
84037161,37161
84037163,37163
84037165,37165
84037167,37167
84037169,37169
84037171,37171
84037173,37173
84037175,37175
84037177,37177
84037179,37179
84037181,37181
84037183,37183
84037185,37185
84037187,37187
84037189,37189
84037191,37191
84037193,37193
84037195,37195
84037197,37197
84037199,37199
84038001,38001
84038003,38003
84038005,38005
84038007,38007
84038009,38009
84038011,38011
84038013,38013
84038015,38015
84038017,38017
84038019,38019
84038021,38021
84038023,38023
84038025,38025
84038027,38027
84038029,38029
84038031,38031
84038033,38033
84038035,38035
84038037,38037
84038039,38039
84038041,38041
84038043,38043
84038045,38045
84038047,38047
84038049,38049
84038051,38051
84038053,38053
84038055,38055
84038057,38057
84038059,38059
84038061,38061
84038063,38063
84038065,38065
84038067,38067
84038069,38069
84038071,38071
84038073,38073
84038075,38075
84038077,38077
84038079,38079
84038081,38081
84038083,38083
84038085,38085
84038087,38087
84038089,38089
84038091,38091
84038093,38093
84038095,38095
84038097,38097
84038099,38099
84038101,38101
84038103,38103
84038105,38105
84039001,39001
84039003,39003
84039005,39005
84039007,39007
84039009,39009
84039011,39011
84039013,39013
84039015,39015
84039017,39017
84039019,39019
84039021,39021
84039023,39023
84039025,39025
84039027,39027
84039029,39029
84039031,39031
84039033,39033
84039035,39035
84039037,39037
84039039,39039
84039041,39041
84039043,39043
84039045,39045
84039047,39047
84039049,39049
84039051,39051
84039053,39053
84039055,39055
84039057,39057
84039059,39059
84039061,39061
84039063,39063
84039065,39065
84039067,39067
84039069,39069
84039071,39071
84039073,39073
84039075,39075
84039077,39077
84039079,39079
84039081,39081
84039083,39083
84039085,39085
84039087,39087
84039089,39089
84039091,39091
84039093,39093
84039095,39095
84039097,39097
84039099,39099
84039101,39101
84039103,39103
84039105,39105
84039107,39107
84039109,39109
84039111,39111
84039113,39113
84039115,39115
84039117,39117
84039119,39119
84039121,39121
84039123,39123
84039125,39125
84039127,39127
84039129,39129
84039131,39131
84039133,39133
84039135,39135
84039137,39137
84039139,39139
84039141,39141
84039143,39143
84039145,39145
84039147,39147
84039149,39149
84039151,39151
84039153,39153
84039155,39155
84039157,39157
84039159,39159
84039161,39161
84039163,39163
84039165,39165
84039167,39167
84039169,39169
84039171,39171
84039173,39173
84039175,39175
84040001,40001
84040003,40003
84040005,40005
84040007,40007
84040009,40009
84040011,40011
84040013,40013
84040015,40015
84040017,40017
84040019,40019
84040021,40021
84040023,40023
84040025,40025
84040027,40027
84040029,40029
84040031,40031
84040033,40033
84040035,40035
84040037,40037
84040039,40039
84040041,40041
84040043,40043
84040045,40045
84040047,40047
84040049,40049
84040051,40051
84040053,40053
84040055,40055
84040057,40057
84040059,40059
84040061,40061
84040063,40063
84040065,40065
84040067,40067
84040069,40069
84040071,40071
84040073,40073
84040075,40075
84040077,40077
84040079,40079
84040081,40081
84040083,40083
84040085,40085
84040087,40087
84040089,40089
84040091,40091
84040093,40093
84040095,40095
84040097,40097
84040099,40099
84040101,40101
84040103,40103
84040105,40105
84040107,40107
84040109,40109
84040111,40111
84040113,40113
84040115,40115
84040117,40117
84040119,40119
84040121,40121
84040123,40123
84040125,40125
84040127,40127
84040129,40129
84040131,40131
84040133,40133
84040135,40135
84040137,40137
84040139,40139
84040141,40141
84040143,40143
84040145,40145
84040147,40147
84040149,40149
84040151,40151
84040153,40153
84041001,41001
84041003,41003
84041005,41005
84041007,41007
84041009,41009
84041011,41011
84041013,41013
84041015,41015
84041017,41017
84041019,41019
84041021,41021
84041023,41023
84041025,41025
84041027,41027
84041029,41029
84041031,41031
84041033,41033
84041035,41035
84041037,41037
84041039,41039
84041041,41041
84041043,41043
84041045,41045
84041047,41047
84041049,41049
84041051,41051
84041053,41053
84041055,41055
84041057,41057
84041059,41059
84041061,41061
84041063,41063
84041065,41065
84041067,41067
84041069,41069
84041071,41071
84042001,42001
84042003,42003
84042005,42005
84042007,42007
84042009,42009
84042011,42011
84042013,42013
84042015,42015
84042017,42017
84042019,42019
84042021,42021
84042023,42023
84042025,42025
84042027,42027
84042029,42029
84042031,42031
84042033,42033
84042035,42035
84042037,42037
84042039,42039
84042041,42041
84042043,42043
84042045,42045
84042047,42047
84042049,42049
84042051,42051
84042053,42053
84042055,42055
84042057,42057
84042059,42059
84042061,42061
84042063,42063
84042065,42065
84042067,42067
84042069,42069
84042071,42071
84042073,42073
84042075,42075
84042077,42077
84042079,42079
84042081,42081
84042083,42083
84042085,42085
84042087,42087
84042089,42089
84042091,42091
84042093,42093
84042095,42095
84042097,42097
84042099,42099
84042101,42101
84042103,42103
84042105,42105
84042107,42107
84042109,42109
84042111,42111
84042113,42113
84042115,42115
84042117,42117
84042119,42119
84042121,42121
84042123,42123
84042125,42125
84042127,42127
84042129,42129
84042131,42131
84042133,42133
84044001,44001
84044003,44003
84044005,44005
84044007,44007
84044009,44009
84045001,45001
84045003,45003
84045005,45005
84045007,45007
84045009,45009
84045011,45011
84045013,45013
84045015,45015
84045017,45017
84045019,45019
84045021,45021
84045023,45023
84045025,45025
84045027,45027
84045029,45029
84045031,45031
84045033,45033
84045035,45035
84045037,45037
84045039,45039
84045041,45041
84045043,45043
84045045,45045
84045047,45047
84045049,45049
84045051,45051
84045053,45053
84045055,45055
84045057,45057
84045059,45059
84045061,45061
84045063,45063
84045065,45065
84045067,45067
84045069,45069
84045071,45071
84045073,45073
84045075,45075
84045077,45077
84045079,45079
84045081,45081
84045083,45083
84045085,45085
84045087,45087
84045089,45089
84045091,45091
84046003,46003
84046005,46005
84046007,46007
84046009,46009
84046011,46011
84046013,46013
84046015,46015
84046017,46017
84046019,46019
84046021,46021
84046023,46023
84046025,46025
84046027,46027
84046029,46029
84046031,46031
84046033,46033
84046035,46035
84046037,46037
84046039,46039
84046041,46041
84046043,46043
84046045,46045
84046047,46047
84046049,46049
84046051,46051
84046053,46053
84046055,46055
84046057,46057
84046059,46059
84046061,46061
84046063,46063
84046065,46065
84046067,46067
84046069,46069
84046071,46071
84046073,46073
84046075,46075
84046077,46077
84046079,46079
84046081,46081
84046083,46083
84046085,46085
84046087,46087
84046089,46089
84046091,46091
84046093,46093
84046095,46095
84046097,46097
84046099,46099
84046101,46101
84046102,46102
84046103,46103
84046105,46105
84046107,46107
84046109,46109
84046111,46111
84046115,46115
84046117,46117
84046119,46119
84046121,46121
84046123,46123
84046125,46125
84046127,46127
84046129,46129
84046135,46135
84046137,46137
84047001,47001
84047003,47003
84047005,47005
84047007,47007
84047009,47009
84047011,47011
84047013,47013
84047015,47015
84047017,47017
84047019,47019
84047021,47021
84047023,47023
84047025,47025
84047027,47027
84047029,47029
84047031,47031
84047033,47033
84047035,47035
84047037,47037
84047039,47039
84047041,47041
84047043,47043
84047045,47045
84047047,47047
84047049,47049
84047051,47051
84047053,47053
84047055,47055
84047057,47057
84047059,47059
84047061,47061
84047063,47063
84047065,47065
84047067,47067
84047069,47069
84047071,47071
84047073,47073
84047075,47075
84047077,47077
84047079,47079
84047081,47081
84047083,47083
84047085,47085
84047087,47087
84047089,47089
84047091,47091
84047093,47093
84047095,47095
84047097,47097
84047099,47099
84047101,47101
84047103,47103
84047105,47105
84047107,47107
84047109,47109
84047111,47111
84047113,47113
84047115,47115
84047117,47117
84047119,47119
84047121,47121
84047123,47123
84047125,47125
84047127,47127
84047129,47129
84047131,47131
84047133,47133
84047135,47135
84047137,47137
84047139,47139
84047141,47141
84047143,47143
84047145,47145
84047147,47147
84047149,47149
84047151,47151
84047153,47153
84047155,47155
84047157,47157
84047159,47159
84047161,47161
84047163,47163
84047165,47165
84047167,47167
84047169,47169
84047171,47171
84047173,47173
84047175,47175
84047177,47177
84047179,47179
84047181,47181
84047183,47183
84047185,47185
84047187,47187
84047189,47189
84048001,48001
84048003,48003
84048005,48005
84048007,48007
84048009,48009
84048011,48011
84048013,48013
84048015,48015
84048017,48017
84048019,48019
84048021,48021
84048023,48023
84048025,48025
84048027,48027
84048029,48029
84048031,48031
84048033,48033
84048035,48035
84048037,48037
84048039,48039
84048041,48041
84048043,48043
84048045,48045
84048047,48047
84048049,48049
84048051,48051
84048053,48053
84048055,48055
84048057,48057
84048059,48059
84048061,48061
84048063,48063
84048065,48065
84048067,48067
84048069,48069
84048071,48071
84048073,48073
84048075,48075
84048077,48077
84048079,48079
84048081,48081
84048083,48083
84048085,48085
84048087,48087
84048089,48089
84048091,48091
84048093,48093
84048095,48095
84048097,48097
84048099,48099
84048101,48101
84048103,48103
84048105,48105
84048107,48107
84048109,48109
84048111,48111
84048113,48113
84048115,48115
84048117,48117
84048119,48119
84048121,48121
84048123,48123
84048125,48125
84048127,48127
84048129,48129
84048131,48131
84048133,48133
84048135,48135
84048137,48137
84048139,48139
84048141,48141
84048143,48143
84048145,48145
84048147,48147
84048149,48149
84048151,48151
84048153,48153
84048155,48155
84048157,48157
84048159,48159
84048161,48161
84048163,48163
84048165,48165
84048167,48167
84048169,48169
84048171,48171
84048173,48173
84048175,48175
84048177,48177
84048179,48179
84048181,48181
84048183,48183
84048185,48185
84048187,48187
84048189,48189
84048191,48191
84048193,48193
84048195,48195
84048197,48197
84048199,48199
84048201,48201
84048203,48203
84048205,48205
84048207,48207
84048209,48209
84048211,48211
84048213,48213
84048215,48215
84048217,48217
84048219,48219
84048221,48221
84048223,48223
84048225,48225
84048227,48227
84048229,48229
84048231,48231
84048233,48233
84048235,48235
84048237,48237
84048239,48239
84048241,48241
84048243,48243
84048245,48245
84048247,48247
84048249,48249
84048251,48251
84048253,48253
84048255,48255
84048257,48257
84048259,48259
84048261,48261
84048263,48263
84048265,48265
84048267,48267
84048269,48269
84048271,48271
84048273,48273
84048275,48275
84048277,48277
84048279,48279
84048281,48281
84048283,48283
84048285,48285
84048287,48287
84048289,48289
84048291,48291
84048293,48293
84048295,48295
84048297,48297
84048299,48299
84048301,48301
84048303,48303
84048305,48305
84048307,48307
84048309,48309
84048311,48311
84048313,48313
84048315,48315
84048317,48317
84048319,48319
84048321,48321
84048323,48323
84048325,48325
84048327,48327
84048329,48329
84048331,48331
84048333,48333
84048335,48335
84048337,48337
84048339,48339
84048341,48341
84048343,48343
84048345,48345
84048347,48347
84048349,48349
84048351,48351
84048353,48353
84048355,48355
84048357,48357
84048359,48359
84048361,48361
84048363,48363
84048365,48365
84048367,48367
84048369,48369
84048371,48371
84048373,48373
84048375,48375
84048377,48377
84048379,48379
84048381,48381
84048383,48383
84048385,48385
84048387,48387
84048389,48389
84048391,48391
84048393,48393
84048395,48395
84048397,48397
84048399,48399
84048401,48401
84048403,48403
84048405,48405
84048407,48407
84048409,48409
84048411,48411
84048413,48413
84048415,48415
84048417,48417
84048419,48419
84048421,48421
84048423,48423
84048425,48425
84048427,48427
84048429,48429
84048431,48431
84048433,48433
84048435,48435
84048437,48437
84048439,48439
84048441,48441
84048443,48443
84048445,48445
84048447,48447
84048449,48449
84048451,48451
84048453,48453
84048455,48455
84048457,48457
84048459,48459
84048461,48461
84048463,48463
84048465,48465
84048467,48467
84048469,48469
84048471,48471
84048473,48473
84048475,48475
84048477,48477
84048479,48479
84048481,48481
84048483,48483
84048485,48485
84048487,48487
84048489,48489
84048491,48491
84048493,48493
84048495,48495
84048497,48497
84048499,48499
84048501,48501
84048503,48503
84048505,48505
84048507,48507
84049001,49001
84049003,49003
84049005,49005
84049007,49007
84049009,49009
84049011,49011
84049013,49013
84049015,49015
84049017,49017
84049019,49019
84049021,49021
84049023,49023
84049025,49025
84049027,49027
84049029,49029
84049031,49031
84049033,49033
84049035,49035
84049037,49037
84049039,49039
84049041,49041
84049043,49043
84049045,49045
84049047,49047
84049049,49049
84049051,49051
84049053,49053
84049055,49055
84049057,49057
84050001,50001
84050003,50003
84050005,50005
84050007,50007
84050009,50009
84050011,50011
84050013,50013
84050015,50015
84050017,50017
84050019,50019
84050021,50021
84050023,50023
84050025,50025
84050027,50027
84051001,51001
84051003,51003
84051005,51005
84051007,51007
84051009,51009
84051011,51011
84051013,51013
84051015,51015
84051017,51017
84051019,51019
84051021,51021
84051023,51023
84051025,51025
84051027,51027
84051029,51029
84051031,51031
84051033,51033
84051035,51035
84051036,51036
84051037,51037
84051041,51041
84051043,51043
84051045,51045
84051047,51047
84051049,51049
84051051,51051
84051053,51053
84051057,51057
84051059,51059
84051061,51061
84051063,51063
84051065,51065
84051067,51067
84051069,51069
84051071,51071
84051073,51073
84051075,51075
84051077,51077
84051079,51079
84051081,51081
84051083,51083
84051085,51085
84051087,51087
84051089,51089
84051091,51091
84051093,51093
84051095,51095
84051097,51097
84051099,51099
84051101,51101
84051103,51103
84051105,51105
84051107,51107
84051109,51109
84051111,51111
84051113,51113
84051115,51115
84051117,51117
84051119,51119
84051121,51121
84051125,51125
84051127,51127
84051131,51131
84051133,51133
84051135,51135
84051137,51137
84051139,51139
84051141,51141
84051143,51143
84051145,51145
84051147,51147
84051149,51149
84051153,51153
84051155,51155
84051157,51157
84051159,51159
84051161,51161
84051163,51163
84051165,51165
84051167,51167
84051169,51169
84051171,51171
84051173,51173
84051175,51175
84051177,51177
84051179,51179
84051181,51181
84051183,51183
84051185,51185
84051187,51187
84051191,51191
84051193,51193
84051195,51195
84051197,51197
84051199,51199
84051510,51510
84051520,51520
84051530,51530
84051540,51540
84051550,51550
84051570,51570
84051580,51580
84051590,51590
84051595,51595
84051600,51600
84051610,51610
84051620,51620
84051630,51630
84051640,51640
84051650,51650
84051660,51660
84051670,51670
84051678,51678
84051680,51680
84051683,51683
84051685,51685
84051690,51690
84051700,51700
84051710,51710
84051720,51720
84051730,51730
84051735,51735
84051740,51740
84051750,51750
84051760,51760
84051770,51770
84051775,51775
84051790,51790
84051800,51800
84051810,51810
84051820,51820
84051830,51830
84051840,51840
84053001,53001
84053003,53003
84053005,53005
84053007,53007
84053009,53009
84053011,53011
84053013,53013
84053015,53015
84053017,53017
84053019,53019
84053021,53021
84053023,53023
84053025,53025
84053027,53027
84053029,53029
84053031,53031
84053033,53033
84053035,53035
84053037,53037
84053039,53039
84053041,53041
84053043,53043
84053045,53045
84053047,53047
84053049,53049
84053051,53051
84053053,53053
84053055,53055
84053057,53057
84053059,53059
84053061,53061
84053063,53063
84053065,53065
84053067,53067
84053069,53069
84053071,53071
84053073,53073
84053075,53075
84053077,53077
84054001,54001
84054003,54003
84054005,54005
84054007,54007
84054009,54009
84054011,54011
84054013,54013
84054015,54015
84054017,54017
84054019,54019
84054021,54021
84054023,54023
84054025,54025
84054027,54027
84054029,54029
84054031,54031
84054033,54033
84054035,54035
84054037,54037
84054039,54039
84054041,54041
84054043,54043
84054045,54045
84054047,54047
84054049,54049
84054051,54051
84054053,54053
84054055,54055
84054057,54057
84054059,54059
84054061,54061
84054063,54063
84054065,54065
84054067,54067
84054069,54069
84054071,54071
84054073,54073
84054075,54075
84054077,54077
84054079,54079
84054081,54081
84054083,54083
84054085,54085
84054087,54087
84054089,54089
84054091,54091
84054093,54093
84054095,54095
84054097,54097
84054099,54099
84054101,54101
84054103,54103
84054105,54105
84054107,54107
84054109,54109
84055001,55001
84055003,55003
84055005,55005
84055007,55007
84055009,55009
84055011,55011
84055013,55013
84055015,55015
84055017,55017
84055019,55019
84055021,55021
84055023,55023
84055025,55025
84055027,55027
84055029,55029
84055031,55031
84055033,55033
84055035,55035
84055037,55037
84055039,55039
84055041,55041
84055043,55043
84055045,55045
84055047,55047
84055049,55049
84055051,55051
84055053,55053
84055055,55055
84055057,55057
84055059,55059
84055061,55061
84055063,55063
84055065,55065
84055067,55067
84055069,55069
84055071,55071
84055073,55073
84055075,55075
84055077,55077
84055078,55078
84055079,55079
84055081,55081
84055083,55083
84055085,55085
84055087,55087
84055089,55089
84055091,55091
84055093,55093
84055095,55095
84055097,55097
84055099,55099
84055101,55101
84055103,55103
84055105,55105
84055107,55107
84055109,55109
84055111,55111
84055113,55113
84055115,55115
84055117,55117
84055119,55119
84055121,55121
84055123,55123
84055125,55125
84055127,55127
84055129,55129
84055131,55131
84055133,55133
84055135,55135
84055137,55137
84055139,55139
84055141,55141
84056001,56001
84056003,56003
84056005,56005
84056007,56007
84056009,56009
84056011,56011
84056013,56013
84056015,56015
84056017,56017
84056019,56019
84056021,56021
84056023,56023
84056025,56025
84056027,56027
84056029,56029
84056031,56031
84056033,56033
84056035,56035
84056037,56037
84056039,56039
84056041,56041
84056043,56043
84056045,56045
